DURAK_ADI,display_name
KÜÇÜKÇEKMECE BELEDİYE,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
YEŞİLYURT,"Yeşilköy Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
GENÇLER,"Ataköy 3-4-11. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
PARK,"Ataköy 2-5-6. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34158, Türkiye"
CAMİ,"Ataköy 2-5-6. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34158, Türkiye"
ADNAN KAHVECİ BULVARI,"Ataköy 2-5-6. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34158, Türkiye"
BADEMLİ,"Yeşilköy Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
YEŞİLKÖY,"Yeşilköy Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
BEŞYOL,"Beşyol Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
BAĞLAR CADDESİ,"Merkez Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
BAĞLAR CADDESİ,"Merkez Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
GAZİ ESENTEPE,"Esentepe Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
GAZİ ESENTEPE,"Gazi Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
GAZİ İÖO,"Esentepe Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
GAZİ İÖO,"Gazi Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
ADEM YAVUZ,"Yunus Emre Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
BAHAR,"Gazi Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
GAZİ MAHALLESİ,"Gazi Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
FEVZİ ÇAKMAK,"75. Yıl Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
SU KEMERİ,"75. Yıl Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
SPOR TESİSİ,"Mevlana Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
SPOR TESİSİ,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
HEKİMSUYU CADDESİ,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
GAZİ YAŞARGİL İÖO,"Kazımkarabekir Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34255, Türkiye"
GAZİ YAŞARGİL İÖO,"Yeni Mahalle, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34250, Türkiye"
B.HAYRETTİNPAŞA MH.,"Cevatpaşa Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, Türkiye"
B.HAYRETTİNPAŞA MH.,"Barbaros Hayrettin Paşa, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
TAŞKÖPRÜ,"Barbaros Hayrettin Paşa, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
500 EVLER,"Barbaros Hayrettin Paşa, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
500 EVLER,"Cevatpaşa Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, Türkiye"
MESKENLER,"Cumhuriyet Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
HAMZA YERLİKAYA,"Cumhuriyet Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
YAVUZ CADDESİ,"Yunus Mahallesi, İstanbul, Marmara Bölgesi, 34873, Türkiye"
CUMHURİYET CADDESİ,"Topselvi Mahalesi, Kartal, İstanbul, Marmara Bölgesi, 34873, Türkiye"
ŞHT.ÜSTĞM.GÖKHAN YVZ,"Yalı Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34873, Türkiye"
ELMAS SOKAK,"Topselvi Mahalesi, Kartal, İstanbul, Marmara Bölgesi, 34873, Türkiye"
MEHMET AKİF,"Bağlarbaşı Mahallesi, İstanbul, Marmara Bölgesi, 34844, Türkiye"
MEHMET AKİF,"Altayçeşme Mahallesi, İstanbul, Marmara Bölgesi, 34843, Türkiye"
KARTAL STADI,"Karlıktepe Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
VADİ SOKAK,"Cemil Meriç Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
ŞEKERPINAR SAPAĞI,"Orta Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ENGELLİLER EĞT.MRKZ.,"Finanskent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
TUZLA SPOR,"Postane Mahallesi, İstanbul, Marmara Bölgesi, 34940, Türkiye"
İMES E KAPISI,"Esenşehir Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
ZÜBEYDE HNM.ÖĞRT.EVİ,"Küçükbakkalköy Mahallesi, İstanbul, 34750, Türkiye"
ZÜBEYDE HNM.ÖĞRT.EVİ,"Küçükbakkalköy Mahallesi, İstanbul, 34750, Türkiye"
NARLI DERE CADDESİ,"Girne Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GİRNE MAHALLESİ,"Girne Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KARDELEN,"Hamidiye Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
YAKACIK LİSESİ,"Cumhuriyet Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
YAKACIK LİSESİ,"Yakacık Çarşı Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
YAKACIK LİSESİ,"Yakacık Çarşı Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
ÜÇYOL,"Soğanlık Yeni Mahalle, Kartal, İstanbul, Marmara Bölgesi, Türkiye"
ÜÇYOL,"Soğanlık Yeni Mahalle, Kartal, İstanbul, Marmara Bölgesi, Türkiye"
ESENŞEHİR SAPAĞI,"Esenkent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34776, Türkiye"
ESENŞEHİR SAPAĞI,"Esenşehir Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
KURTULUŞ CADDESİ,"Esenkent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34776, Türkiye"
1.ESENŞEHİR,"Esenkent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34776, Türkiye"
TELETAŞ TESİSLERİ,"Esenkent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34776, Türkiye"
ESENŞEHİR MAHALLESİ,"Esenkent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34776, Türkiye"
HAVA EVLERİ,"Kordonboyu Mahallesi, İstanbul, Marmara Bölgesi, 34860, Türkiye"
KÜLTÜR MERKEZİ,"Kordonboyu Mahallesi, İstanbul, Marmara Bölgesi, 34860, Türkiye"
YUNUS,"Kordonboyu Mahallesi, İstanbul, Marmara Bölgesi, 34860, Türkiye"
VETERİNER ARAŞTIRMA,"Kordonboyu Mahallesi, İstanbul, Marmara Bölgesi, 34860, Türkiye"
PENDİK LİSESİ,"Batı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
PALMİYE,"Batı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
PERŞEMBE PAZARI,"Hamidiye Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
FATİH MAHALLESİ,"Fatih Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
FATİH MAH.,"Fatih Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KIBLE SOKAK,"Tatlısu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
TERSANELER CADDESİ,"Çamçeşme Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BEŞYOL,"Necip Fazıl Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
VİAPORT İŞ MERKEZİ,"Harmandere Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
VİAPORT İŞ MERKEZİ,"Harmandere Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HACIOĞLU SOKAK,"İstasyon Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
İSTASYON YOLU,"İstasyon Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TUZLA İSTASYONU,"İstasyon Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HİLMİ SONAY İÖO,"İstasyon Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
İÇMELER MERKEZ,"İçmeler Mahallesi, İstanbul, Marmara Bölgesi, 34947, Türkiye"
PEYAMİ SAFA İÖO,"İçmeler Mahallesi, İstanbul, Marmara Bölgesi, 34947, Türkiye"
PEYAMİ SAFA İÖO,"İçmeler Mahallesi, İstanbul, Marmara Bölgesi, 34947, Türkiye"
MEZBAHA,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
MEZBAHA,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
YILDIZ CAMİ,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
ÖĞRENCİ YURDU,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
AYDINLI MUHTARLIK,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
TEPE MAHALLESİ,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
TEPE MAHALLESİ,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
ÇAKIRAĞA,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
YDK.PARÇACILAR SİTE,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
YDK.PARÇACILAR SİTE,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
KONAŞLI MERKEZ,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
ATLAS SOKAK,"Mevlana Mahallesi, İstanbul, Türkiye"
SELVİ SOKAK,"Mevlana Mahallesi, İstanbul, Türkiye"
KELEBEK SOKAK,"Mimar Sinan Mahallesi, İstanbul, Türkiye"
Ç.BAŞI CUMHURİYET CD,"Çiftlik Mahallesi, İstanbul, Marmara Bölgesi, 34830, Türkiye"
KONAK,"Çiftlik Mahallesi, İstanbul, Marmara Bölgesi, 34830, Türkiye"
YEŞİLBAHÇE,"Yavuz Selim Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ŞİŞE CAM FAB.,"İncirköy Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34800, Türkiye"
KÖYÖNÜ CAD.,"İncirköy Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34800, Türkiye"
M.AKİF ERSOY CAD.,"Çiğdem Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
SOĞUKSU MAH.,"İncirköy Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34800, Türkiye"
ŞEHİT EROL,"İncirköy Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34800, Türkiye"
HANÇER SOK.,"İncirköy Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34800, Türkiye"
KÖŞK,"İncirköy Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34800, Türkiye"
BEYKOZ FİDANLIK,"Merkez Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34820, Türkiye"
ELMALI CADDESİ,"Elmalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ELMALI CADDESİ,"Merkez Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34820, Türkiye"
ÇİFTLİK,"Merkez Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34820, Türkiye"
ELMALI KAVŞAĞI,"Elmalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SPOR TESİSLERİ,"Elmalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KÖYBAŞI,"Elmalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GÜLBAHÇE,"Elmalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
YAVUZ CAD.,"Elmalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
DARÜLACEZE,"Halil Rıfat Paşa Mahallesi, Şişli, İstanbul, Marmara Bölgesi, Türkiye"
PERPA 2,"Talatpaşa Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34398, Türkiye"
OKMEYDANI EĞT.HAST1,"Kaptanpaşa Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34385, Türkiye"
OKMEYDANI EĞT.HAST3,"Kaptanpaşa Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34385, Türkiye"
ÇİFTECEVİZLER,"Halide Edip Adıvar Mahallesi, Şişli, İstanbul, Marmara Bölgesi, Türkiye"
ÇİFTECEVİZLER,"Halide Edip Adıvar Mahallesi, Şişli, İstanbul, Marmara Bölgesi, Türkiye"
İSKİ,"Reşitpaşa Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34467, Türkiye"
BAKKAL,"Büyükdere Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MATBAACILAR SİTESİ,"Maltepe Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34010, Türkiye"
SPOR KOMPLEKSİ,"Muratpaşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BOZKURT,"Sümer Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34025, Türkiye"
BOZKURT,"Sümer Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34025, Türkiye"
Minibüs Durağı,"Bahçeşehir 2. Kısım Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34488, Türkiye"
Minibüs Durağı,"Bahçeşehir 2. Kısım Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34488, Türkiye"
Minibüs Durağı,"Şahintepe Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Altınşehir Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Organize Sanayi Bölgesi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Güvercintepe Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
BOLLUCA MERKEZ,"Hicret Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
DEREBOYU,"Mavigöl Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ABDULLAH GÜL CAD.,"Mavigöl Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BOLLUCA BOĞAZKÖY YOL,"Boğazköy İstiklal Mahallesi, İstanbul, Marmara Bölgesi, 34285, Türkiye"
BOLLUCA MERMER FAB.,"Boğazköy İstiklal Mahallesi, İstanbul, Marmara Bölgesi, 34285, Türkiye"
İMRAHOR MEZARLIK,"İmrahor Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KAYABAŞI YOLU,"Boğazköy İstiklal Mahallesi, İstanbul, Marmara Bölgesi, 34285, Türkiye"
İMRAHOR ATATÜRK CAD.,"İmrahor Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BOĞAZKÖY KÖYİÇİ,"Boğazköy İstiklal Mahallesi, İstanbul, Marmara Bölgesi, 34285, Türkiye"
SABRİ AKIN İÖO,"Bolluca Mahallesi, İstanbul, Marmara Bölgesi, 34287, Türkiye"
FENER TEPE,"Boğazköy İstiklal Mahallesi, İstanbul, Marmara Bölgesi, 34285, Türkiye"
BALCILAR,"Boğazköy İstiklal Mahallesi, İstanbul, Marmara Bölgesi, 34285, Türkiye"
ORMAN İŞLETMESİ,"Boğazköy İstiklal Mahallesi, İstanbul, Marmara Bölgesi, 34285, Türkiye"
İMRAHOR,"İmrahor Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Güvercintepe Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Şahintepe Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Mevlana Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Kazımkarabekir Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34255, Türkiye"
Minibüs Durağı,"Kazımkarabekir Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34255, Türkiye"
Minibüs Durağı,"Kazımkarabekir Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34255, Türkiye"
Minibüs Durağı,"Kazımkarabekir Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34255, Türkiye"
Minibüs Durağı,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Kazımkarabekir Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34255, Türkiye"
Minibüs Durağı,"Güzeltepe Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Mahmutbey Mahallesi, İstanbul, Marmara Bölgesi, 34218, Türkiye"
Minibüs Durağı,"15 Temmuz Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"15 Temmuz Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Bağlar Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, 34212, Türkiye"
Minibüs Durağı,"Güneşli Mahallesi, İstanbul, Marmara Bölgesi, 34212, Türkiye"
Minibüs Durağı,"Mahmutbey Mahallesi, İstanbul, Marmara Bölgesi, 34218, Türkiye"
Minibüs Durağı,"Mahmutbey Mahallesi, İstanbul, Marmara Bölgesi, 34218, Türkiye"
Minibüs Durağı,"Fatih Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Fatih Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Oruçreis Mahallesi, Esenler, İstanbul, Marmara Bölgesi, 34235, Türkiye"
Minibüs Durağı,"Nişancı Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34050, Türkiye"
Minibüs Durağı,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
Minibüs Durağı,"Merkez Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Cihannüma Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34022, Türkiye"
Minibüs Durağı,"Esentepe Mahallesi, Şişli, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Merkez Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34381, Türkiye"
Minibüs Durağı,"Merkez Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34381, Türkiye"
Minibüs Durağı,"Merkez Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34381, Türkiye"
Minibüs Durağı,"Merkez Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34381, Türkiye"
Minibüs Durağı,"Merkez Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34381, Türkiye"
Minibüs Durağı,"Merkez Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34381, Türkiye"
Minibüs Durağı,"Merkez Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34381, Türkiye"
Minibüs Durağı,"Halide Edip Adıvar Mahallesi, Şişli, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Merkez Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye"
Minibüs Durağı,"Merkez Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye"
Minibüs Durağı,"Kocatepe Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, 34045, Türkiye"
Minibüs Durağı,"Muratpaşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Terazidere Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, 34220, Türkiye"
Minibüs Durağı,"Seyitnizam Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34015, Türkiye"
Minibüs Durağı,"Çırpıcı Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34025, Türkiye"
Minibüs Durağı,"Kazlıçeşme Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34020, Türkiye"
Minibüs Durağı,"Karadolap Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Yunus Emre Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Esentepe Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Uğurmumcu Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, 34265, Türkiye"
Minibüs Durağı,"Uğurmumcu Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, 34265, Türkiye"
Minibüs Durağı,"Cebeci Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Cebeci Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Cebeci Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Barbaros Hayrettin Paşa, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Yeni Mahalle, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34250, Türkiye"
Minibüs Durağı,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Keçeci Piri Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Bedrettin Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Basınköy Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Ataköy 7-8-9-10. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34156, Türkiye"
Minibüs Durağı,"Ataköy 7-8-9-10. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34156, Türkiye"
Minibüs Durağı,"Ataköy 7-8-9-10. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34156, Türkiye"
Minibüs Durağı,"Ataköy 3-4-11. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Ataköy 1. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Kartaltepe Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34145, Türkiye"
Minibüs Durağı,"Kartaltepe Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34145, Türkiye"
Minibüs Durağı,"Ataköy 3-4-11. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Ataköy 3-4-11. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Ataköy 7-8-9-10. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34156, Türkiye"
Minibüs Durağı,"Şenlik Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34153, Türkiye"
Minibüs Durağı,"Kartaltepe Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34145, Türkiye"
Minibüs Durağı,"Gürsel Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Piyalepaşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Gürsel Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Gürsel Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Gürsel Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Çağlayan Mahallesi, İstanbul, Marmara Bölgesi, 34403, Türkiye"
Minibüs Durağı,"Esentepe Mahallesi, Şişli, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Esentepe Mahallesi, Şişli, İstanbul, Marmara Bölgesi, Türkiye"
